Date,Open,High,Low,Close,Volume
2005-01-03,58.25,58.5,57.47,58.05,827000
2005-01-04,57.96,58.26,56.88,56.94,1347800
2005-01-05,57.54,58.85,56.92,56.99,1258900
2005-01-06,57.05,57.64,57.05,57.34,728500
2005-01-07,57.44,58.2,57.25,57.65,989900
2005-01-10,57.45,58.13,57.21,57.69,897600
2005-01-11,57.7,57.75,56.65,56.65,617300
2005-01-12,56.98,57.41,56.32,57.38,1276100
2005-01-13,57.13,57.57,56.57,56.84,558300
2005-01-14,56.88,57.72,56.88,57.69,635300
2005-01-18,57.25,58.03,56.98,58.03,689200
2005-01-19,57.74,58.0,57.14,57.19,616400
2005-01-20,57.16,57.7,56.64,57.37,772300
2005-01-21,57.27,57.53,56.66,56.77,655900
2005-01-24,56.85,57.09,55.99,55.99,534300
2005-01-25,56.44,57.23,56.3,56.9,743700
2005-01-26,57.85,58.3,57.59,57.94,1367000
2005-01-27,57.9,58.01,57.46,57.7,928700
2005-01-28,58.15,58.28,57.53,58.17,1076900
2005-01-31,58.55,58.99,58.26,58.91,997700
2005-02-01,58.91,59.7,58.78,59.36,1160700
2005-02-02,59.5,59.75,59.29,59.44,1077300
2005-02-03,59.45,59.45,58.75,58.86,893800
2005-02-04,58.66,59.26,58.66,59.0,1737700
2005-02-07,58.9,59.98,58.77,59.9,724300
2005-02-08,59.65,60.0,59.3,59.91,607700
2005-02-09,59.91,60.0,59.25,59.42,592400
2005-02-10,59.5,60.0,59.26,59.92,628100
2005-02-11,59.92,60.9,59.68,60.7,905000
2005-02-14,60.45,60.7,60.13,60.5,519500
2005-02-15,60.45,61.0,60.16,60.48,736000
2005-02-16,60.15,60.73,59.98,60.55,724000
2005-02-17,60.5,60.81,60.05,60.05,675500
2005-02-18,60.25,61.12,60.17,60.89,617900
2005-02-22,60.39,60.9,60.0,60.01,743400
2005-02-23,60.65,61.26,60.56,61.23,899500
2005-02-24,60.25,62.22,60.01,62.2,1200700
2005-02-25,62.2,63.22,62.11,63.2,1268800
2005-02-28,63.2,63.29,62.21,62.62,1065100
2005-03-01,62.7,63.58,62.7,63.37,936000
2005-03-02,62.77,63.35,62.6,63.05,847000
2005-03-03,63.3,64.2,63.26,64.09,1091300
2005-03-04,64.44,65.14,64.13,65.14,1085000
2005-03-07,64.5,65.04,64.04,64.58,1610900
2005-03-08,64.33,64.91,64.28,64.89,749400
2005-03-09,64.76,65.81,64.62,64.87,981200
2005-03-10,64.9,64.97,63.52,64.1,887600
2005-03-11,63.0,64.19,62.81,63.69,1157800
2005-03-14,63.94,64.68,63.53,64.22,948500
2005-03-15,64.21,64.25,63.38,63.49,548700
2005-03-16,63.46,63.46,62.72,62.95,1201200
2005-03-17,62.95,63.92,62.58,63.43,976200
2005-03-18,63.18,63.43,62.9,63.28,1214900
2005-03-21,63.2,63.62,62.75,63.42,828200
2005-03-22,63.5,63.82,63.16,63.22,1251300
2005-03-23,63.22,63.77,63.17,63.4,1364900
2005-03-24,63.65,64.19,63.34,63.75,918400
2005-03-28,63.9,64.2,63.42,63.42,726300
2005-03-29,62.75,63.71,62.33,62.35,1621600
2005-03-30,62.1,62.81,62.05,62.71,1124100
